ms num	title [nt.= no title]	tibetan script	extent	ms/xyl	lang/script	dimension	subject - 1	subject - 2
75	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum da ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ད་བའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
76	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum na ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ན་བའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
77	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum tha ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཐ་བའི་དཀར་ཆག་བཞུགས་སོ།	346 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Tripiṭaka. Sūtrapiṭaka. Prajñāpāramitā.	Wisdom literature.
78	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum kha ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཁ་བའི་དཀར་ཆག་བཞུགས་སོ།	190, 43, 247 ff	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
79	Rnam bshad snying po rgyan bzhugs sa [sic*]	རྣམ་བཤད་སྙིང་པོ་རྒྱན་བཞུགས་ས།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm		
80	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ja pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ཇ་པའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
81	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum nya pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ཉ་པའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
82	Byang chub sems dpa'i spyod pa la 'jug pa'i rnam bshad rgyal sras 'jug ngogs bzhugs so	བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པའི་རྣམ་བཤད་རྒྱལ་སྲས་འཇུག་ངོགས་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Mahayana Buddhism--Sacred books.	
83	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum pha ba'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་ཕ་བའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
84	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum cha pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ཆ་པའི་དཀར་ཆག་བཞུགས་སོ།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
85	Mkhas grub thams cad mkhyen pa chen pa'i gsung 'bum a pa'i dkar chag bzhugs [sic*]	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་ཆེན་པའི་གསུང་འབུམ་ཨ་པའི་དཀར་ཆག་བཞུགས།	[multiple]	xyl	bo-Latn-x-EWTS	53 x 9 cm	Buddhism--Doctrines.	
86	Rje thams cad mkhyen pa tsong kha pa chen po blo bzang grags pa'i dpal gyi bka' 'bum ba pa'i dkar chag bzhugs so	རྗེ་ཐམས་ཅད་མཁྱེན་པ་ཙོང་ཁ་པ་ཆེན་པོ་བློ་བཟང་གྲགས་པའི་དཔལ་གྱི་བཀའ་འབུམ་བ་པའི་དཀར་ཆག་བཞུགས་སོ།			bo-Latn-x-EWTS		Buddhism--Doctrines.	
87	Mkhas grub thams cad mkhyen pa dge legs dpal bzang po'i gsung 'bum ga pa'i dkar chag bzhugs so	མཁས་གྲུབ་ཐམས་ཅད་མཁྱེན་པ་དགེ་ལེགས་དཔལ་བཟང་པོའི་གསུང་འབུམ་ག་པའི་དཀར་ཆག་བཞུགས་སོ།			bo-Latn-x-EWTS		Buddhism--Doctrines.	
88	Klong chen snying gi thig le las/  bstan srung dam can rgya mtsho'i ru mtshon mnga' gsol bzhugs ?rod	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས།   བསྟན་སྲུང་དམ་ཅན་རྒྱ་མཚོའི་རུ་མཚོན་མངའ་གསོལ་བཞུགས	3 + 2 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
89	Om: Klong chen snying gi thig le las gcod yul mkhro gad byar zhes bya ba bzhugso	ཨོཾ༔   ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས་གཅོད་ཡུལ་མཁྲོ་གད་བྱར་ཞེས་བྱ་བ་བཞུགསོ།	7 ff	ms	bo-Latn-x-EWTS	33 x 10	Ritual.	Buddhism--Rituals--Texts.
90	Um: Zhing skyong ngur khrod lha mo'i gsol mchod bzhugs so	ཨུཾ༔   ཞིང་སྐྱོང་ངུར་ཁྲོད་ལྷ་མོའི་གསོལ་མཆོད་བཞུགས་སོ།	4 ff	xyl	bo-Latn-x-EWTS	31 x 9	Prayers.	Buddhism--Prayers and devotions.
91	Um: Klong chen snying gi thig le las:  Bka' srung sman btsun mched lnga'i phrin las dpag bsam yangs 'du bzhugs	ཨུཾ༔   ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   བཀའ་སྲུང་སྨན་བཙུན་མཆེད་ལྔའི་ཕྲིན་ལས་དཔག་བསམ་ཡངས་འདུ་བཞུགས།	4 ff	xyl	bo-Latn-x-EWTS	31 x  9	Prayers.	Buddhism--Prayers and devotions.
92	Klong chen snying gi thig le las:  'pho ba ma bsgom rgyas bzhugs so	ཀློང་ཆེན་སྙིང་གི་ཐིག་ལེ་ལས༔   འཕོ་བ་མ་བསྒོམ་རྒྱས་བཞུགས་སོ།	4 ff (incompl.)	ms	bo-Latn-x-EWTS	24 x 8	Ritual.	Buddhism--Rituals--Texts.
93	nt. DA ma ru'i bzhad pa bzhugs so	ཌཱ་མ་རུའི་བཞད་པ་བཞུགས་སོ།	2 ff	ms	bo-Latn-x-EWTS	37 x  8	Ritual.	Buddhism--Rituals--Texts.
94	Lam rim shar sgom gnad don kun tshang bzhugs so	ལམ་རིམ་ཤར་སྒོམ་གནད་དོན་ཀུན་ཚང་བཞུགས་སོ།	3 ff	xyl	bo-Latn-x-EWTS	30 x 9	Spiritual life--Buddhism.	
95	Dpal rdo rje gzhon nu phur pa 'dus pa'i dkyil 'khor mchod cing sgrub pa'i las byang chen mo rig 'dzin rgya mtsho'i zhal lung khrag 'thung rnam par rol ba'i dga' ston zhes bya ba bzhugso	དཔལ་རྡོ་རྗེ་གཞོན་ནུ་ཕུར་པ་འདུས་པའི་དཀྱིལ་འཁོར་མཆོད་ཅིང་སྒྲུབ་པའི་ལས་བྱང་ཆེན་མོ་རིག་འཛིན་རྒྱ་མཚོའི་ཞལ་ལུང་ཁྲག་འཐུང་རྣམ་པར་རོལ་བའི་དགའ་སྟོན་ཞེས་བྱ་བ་བཞུགསོ།	55 ff	ms	bo-Latn-x-EWTS	36 x 9	Ritual.	Buddhism--Rituals--Texts.
96	nt.  		1 ff	cover		34 x 8		
97	Yid bzhin 'khor lo'i rgyun khyer 'chi med bcud spungs zhes bya ba bzhugs so	ཡིད་བཞིན་འཁོར་ལོའི་རྒྱུན་ཁྱེར་འཆི་མེད་བཅུད་སྤུངས་ཞེས་བྱ་བ་བཞུགས་སོ།	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
98	Rje btsun sgrol ma'i dgung 'bod bzhugs so	རྗེ་བཙུན་སྒྲོལ་མའི་དགུང་འབོད་བཞུགས་སོ།	5 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
99	Snyigs ma'i rgud pa zhi ba'i gsol 'debs bzhugs so	སྙིགས་མའི་རྒུད་པ་ཞི་བའི་གསོལ་འདེབས་བཞུགས་སོ།	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
100	Snyigs ma'i rgud pa zhi ba'i gsol 'debs bzhugs so	སྙིགས་མའི་རྒུད་པ་ཞི་བའི་གསོལ་འདེབས་བཞུགས་སོ།	3 ff (bound taped)	xyl	bo-Latn-x-EWTS	30 x 9	Ritual.	Buddhism--Rituals--Texts.
101	Zab lam bla ma mchod pa bde stong dbyer med ma dpal 'khor lo sdom pa dang 'brel ba'i rnal 'byor nyams su len tshul gyi cho ga nag 'gros su bkod pa zhar byung dang bcas pa snyan brgyud bdud rtsi'i zil thig zhes bya ba bzhugs so	ཟབ་ལམ་བླ་མ་མཆོད་པ་བདེ་སྟོང་དབྱེར་མེད་མ་དཔལ་འཁོར་ལོ་སྡོམ་པ་དང་འབྲེལ་བའི་རྣལ་འབྱོར་ཉམས་སུ་ལེན་ཚུལ་གྱི་ཆོ་ག་ནག་འགྲོས་སུ་བཀོད་པ་ཞར་བྱུང་དང་བཅས་པ་སྙན་བརྒྱུད་བདུད་རྩིའི་ཟིལ་ཐིག་ཞེས་བྱ་བ་བཞུགས་སོ།	56 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
102	Zab lam bla ma mchod pa bde stong dbyer med ma dpal 'khor lo sdom pa dang 'brel ba'i rnal 'byor nyams su len tshul gyi cho ga nag 'gros su bkod pa zhar byung dang bcas pa snyan brgyud bdud rtsi'i zil thig zhes bya ba bzhugs so	ཟབ་ལམ་བླ་མ་མཆོད་པ་བདེ་སྟོང་དབྱེར་མེད་མ་དཔལ་འཁོར་ལོ་སྡོམ་པ་དང་འབྲེལ་བའི་རྣལ་འབྱོར་ཉམས་སུ་ལེན་ཚུལ་གྱི་ཆོ་ག་ནག་འགྲོས་སུ་བཀོད་པ་ཞར་བྱུང་དང་བཅས་པ་སྙན་བརྒྱུད་བདུད་རྩིའི་ཟིལ་ཐིག་ཞེས་བྱ་བ་བཞུགས་སོ།	42 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
103	Zab lam dga' ldan lha brgya ma'i rnal 'byor nyams su len tshul snyan brgyud zhal shes lhug par bkod pa'i man ngag rin chen gter byi bang mdzod ces bya ba bzhugs so	ཟབ་ལམ་དགའ་ལྡན་ལྷ་བརྒྱ་མའི་རྣལ་འབྱོར་ཉམས་སུ་ལེན་ཚུལ་སྙན་བརྒྱུད་ཞལ་ཤེས་ལྷུག་པར་བཀོད་པའི་མན་ངག་རིན་ཆེན་གཏེར་བྱི་བང་མཛོད་ཅེས་བྱ་བ་བཞུགས་སོ།	44 ff	xyl	bo-Latn-x-EWTS	31 x 9	Spiritual life--Buddhism.	
104	Skyangs 'gro dang dge ba bcu nyams su len tshul mdor bsdus zhar byung dang bcas pa thar 'dod lam gsal sgron me zhes bya ba bzhugs so	སྐྱངས་འགྲོ་དང་དགེ་བ་བཅུ་ཉམས་སུ་ལེན་ཚུལ་མདོར་བསྡུས་ཞར་བྱུང་དང་བཅས་པ་ཐར་འདོད་ལམ་གསལ་སྒྲོན་མེ་ཞེས་བྱ་བ་བཞུགས་སོ།	47 ff	xyl	bo-Latn-x-EWTS	31 x 9	Spiritual life--Buddhism.	
105	Dben gnas stag brag ri khrod du gsung rgyun rgyal ba'i bstan srung rnams kyi gtor chog bskang gso cha lag dang bcas pa dam can dgyes ba'i sbrin phung zhes bya ba bzhugs so	དབེན་གནས་སྟག་བྲག་རི་ཁྲོད་དུ་གསུང་རྒྱུན་རྒྱལ་བའི་བསྟན་སྲུང་རྣམས་ཀྱི་གཏོར་ཆོག་བསྐང་གསོ་ཆ་ལག་དང་བཅས་པ་དམ་ཅན་དགྱེས་བའི་སྦྲིན་ཕུང་ཞེས་བྱ་བ་བཞུགས་སོ།	117 ff	xyl	bo-Latn-x-EWTS	32 x  9	Ritual.	Buddhism--Rituals--Texts.
106	Bsangs chung yid bzhin nor bu bzhugs so	བསངས་ཆུང་ཡིད་བཞིན་ནོར་བུ་བཞུགས་སོ།	9 ff	xyl	bo-Latn-x-EWTS	26 x 9	Ritual.	Buddhism--Rituals--Texts.
107	Gong sa lnga pa'i 'jags sgrigs snang ba'i rta thugs dkar po bzhugs so	གོང་ས་ལྔ་པའི་འཇགས་སྒྲིགས་སྣང་བའི་རྟ་ཐུགས་དཀར་པོ་བཞུགས་སོ།	8 ff	xyl	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
108	nt. [margin] Bsangs chung	བསངས་ཆུང་།...	2-7 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Prayers.	Buddhism--Prayers and devotions.
109	Gong sa 'dren mchog chen por zhabs brtan du gsol ba dpag bsam ljon shing zhes bya ba bzhugs so	གོང་ས་འདྲེན་མཆོག་ཆེན་པོར་ཞབས་བརྟན་དུ་གསོལ་བ་དཔག་བསམ་ལྗོན་ཤིང་ཞེས་བྱ་བ་བཞུགས་སོ།	2 ff folded	print	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
110	Seng ge'i gdong pa can gyi mdo bzhugs so	སེང་གེའི་གདོང་པ་ཅན་གྱི་མདོ་བཞུགས་སོ།	5 ff folded	xyl 	bo-Latn-x-EWTS	28 x 8	Ritual.	Buddhism--Rituals--Texts.
111	Phag mo'i smre bshags bzhugs so	ཕག་མོའི་སྨྲེ་བཤགས་བཞུགས་སོ།	3 ff	xyl 	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
112	Dpal dus kyi 'khor lo'i bla ma lha tshogs la gsol 'debs dngos grub kun'byung dang /  shambha la'i smon la/  dus 'khor smon lam bcas bzhugs so	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་བླ་མ་ལྷ་ཚོགས་ལ་གསོལ་འདེབས་དངོས་གྲུབ་ཀུནའབྱུང་དང་།   ཤམབྷ་ལའི་སྨོན་ལ།་དུས་འཁོར་སྨོན་ལམ་བཅས་བཞུགས་སོ།	7 ff	xyl	bo-Latn-x-EWTS	28 x 9	Prayers.	Buddhism--Prayers and devotions.
113	Dpal dus kyi 'khor lo'i bla ma tshogs la gsol 'debs dngos grub kun 'byung dang /  shambha la'i smon la/  dus 'khor smon lam bcas bzhugs so 	དཔལ་དུས་ཀྱི་འཁོར་ལོའི་བླ་མ་ཚོགས་ལ་གསོལ་འདེབས་དངོས་གྲུབ་ཀུན་འབྱུང་དང་།་ཤམབྷ་ལའི་སྨོན་ལ།་དུས་འཁོར་སྨོན་ལམ་བཅས་བཞུགས་སོ།	10 ff	xyl	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
114	Dang po'i sangs rgyas dus kyi 'khor lo la brten pa'i zab lam bla ma'i rnal 'byor grub 'dren pa'i shing rta zhes bya ba bzhugs so	དང་པོའི་སངས་རྒྱས་དུས་ཀྱི་འཁོར་ལོ་ལ་བརྟེན་པའི་ཟབ་ལམ་བླ་མའི་རྣལ་འབྱོར་གྲུབ་འདྲེན་པའི་ཤིང་རྟ་ཞེས་བྱ་བ་བཞུགས་སོ།	5 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
115	Dang po'i sangs rgyas dus kyi 'khor lo la brten pa'i zab lam bla ma'i rnal 'byor grub 'dren pa'i shing rta zhes bya ba bzhugs so	དང་པོའི་སངས་རྒྱས་དུས་ཀྱི་འཁོར་ལོ་ལ་བརྟེན་པའི་ཟབ་ལམ་བླ་མའི་རྣལ་འབྱོར་གྲུབ་འདྲེན་པའི་ཤིང་རྟ་ཞེས་བྱ་བ་བཞུགས་སོ།	5 ff	xyl	bo-Latn-x-EWTS	31 x 10	Ritual.	Buddhism--Rituals--Texts.
116	Gnas brtan phag mchog bzhugs so	གནས་བརྟན་ཕག་མཆོག་བཞུགས་སོ།	9 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Ritual.	Buddhism--Rituals--Texts.
117	Byang chub ltung bzhags/  bzang spyod/  byams smon bcas bzhugs so	བྱང་ཆུབ་ལྟུང་བཞགས།་བཟང་སྤྱོད།   བྱམས་སྨོན་བཅས་བཞུགས་སོ།	20 ff	xyl	bo-Latn-x-EWTS	26 x 9	Confession (Liturgy)	
118	Jo bo rin po che'i smon lam 'dod pa'i 'bras bu ster mdzad dang /  'dod don smon tshig drang srong shis brjod 'dod pa kun 'jo zhes bya ba bzhugs so	ཇོ་བོ་རིན་པོ་ཆེའི་སྨོན་ལམ་འདོད་པའི་འབྲས་བུ་སྟེར་མཛད་དང་།   འདོད་དོན་སྨོན་ཚིག་དྲང་སྲོང་ཤིས་བརྗོད་འདོད་པ་ཀུན་འཇོ་ཞེས་བྱ་བ་བཞུགས་སོ།	11 ff	xyl	bo-Latn-x-EWTS	27 x 9	Prayers.	Buddhism--Prayers and devotions.
119	Bla ma mchod pa'i cho ga la brten nas zhing dam par mkha' 'gro'i brtan bzhugs 'bul tshul lhan thabs su bkod pa bzhugs so	བླ་མ་མཆོད་པའི་ཆོ་ག་ལ་བརྟེན་ནས་ཞིང་དམ་པར་མཁའ་འགྲོའི་བརྟན་བཞུགས་འབུལ་ཚུལ་ལྷན་ཐབས་སུ་བཀོད་པ་བཞུགས་སོ།	8 ff	xyl	bo-Latn-x-EWTS	31 x 9	Ritual.	Buddhism--Rituals--Texts.
120	Mkhas grub sangs rgyas ye shes kyis mdzad pa'i ja mchod bde chen kun bzang bzhugs so	མཁས་གྲུབ་སངས་རྒྱས་ཡེ་ཤེས་ཀྱིས་མཛད་པའི་ཇ་མཆོད་བདེ་ཆེན་ཀུན་བཟང་བཞུགས་སོ།	2 ff 	xyl	bo-Latn-x-EWTS	31 x 9	Prayers.	Buddhism--Prayers and devotions.
121	Sdom gsum ldan pas nyin zhag phrugs gcig la nyams lan ji ltar bya ba'i tshul nor bu rnam par bkra ba'i mdzad rgyan	སྡོམ་གསུམ་ལྡན་པས་ཉིན་ཞག་ཕྲུགས་གཅིག་ལ་ཉམས་ལན་ཇི་ལྟར་བྱ་བའི་ཚུལ་ནོར་བུ་རྣམ་པར་བཀྲ་བའི་མཛད་རྒྱན།	19 + 1 ff	xyl	bo-Latn-x-EWTS	26 x 8	Ritual.  	Buddhism--Rituals--Texts.  
122	nt [Dpal ldan lha mo gtor cho ga]	དཔལ་ལྡན་ལྷ་མོ་གཏོར་ཆོ་ག	14 ff	xyl	bo-Latn-x-EWTS	26 x 8	Ritual.	Buddhism--Rituals--Texts.
123	Dmar gsur la rten gnas rang gzhan gyi 'chi ba bslu ba bzhugs	དམར་གསུར་ལ་རྟེན་གནས་རང་གཞན་གྱི་འཆི་བ་བསླུ་བ་བཞུགས།	4 +3 ff	xyl	bo-Latn-x-EWTS	34 x 10	Ritual.	Buddhism--Rituals--Texts.
124	nt Brda' mdzod zab rgya las gsung rdo rje snang ba mtha' yas kyi bsgrub thabs bzhugs	བརྡའ་མཛོད་ཟབ་རྒྱ་ལས་གསུང་རྡོ་རྗེ་སྣང་བ་མཐའ་ཡས་ཀྱི་བསྒྲུབ་ཐབས་བཞུགས།	3 + 2 + 1 ff	xyl	bo-Latn-x-EWTS	25 x 9	Ritual.	Buddhism--Rituals--Texts.
125	Kha che pha lu'i 'jig rten las 'dras rtsis lugs kyi bslabs bya ba bzhugso	ཁ་ཆེ་ཕ་ལུའི་འཇིག་རྟེན་ལས་འདྲས་རྩིས་ལུགས་ཀྱི་བསླབས་བྱ་བ་བཞུགསོ།	28 ff folded	xyl	bo-Latn-x-EWTS	26 x 9	Prayers.	Buddhism--Prayers and devotions.
126	 'Phags yul rdo rje gdan gyi bstod pa dang 'dod smon zung du 'brel ba zla ba bdud rtsi'i lang tsho zhes bya ba bzhugs so	འཕགས་ཡུལ་རྡོ་རྗེ་གདན་གྱི་བསྟོད་པ་དང་འདོད་སྨོན་ཟུང་དུ་འབྲེལ་བ་ཟླ་བ་བདུད་རྩིའི་ལང་ཚོ་ཞེས་བྱ་བ་བཞུགས་སོ།	4 ff	xyl	bo-Latn-x-EWTS	25 x 9	Prayers.	Buddhism--Prayers and devotions.
127	 'Phags yul rdo rje gdan gyi bstod pa dang 'dod smon zung du 'brel ba zla ba bdud rtsi'i lang tsho zhes bya ba bzhugs so	འཕགས་ཡུལ་རྡོ་རྗེ་གདན་གྱི་བསྟོད་པ་དང་འདོད་སྨོན་ཟུང་དུ་འབྲེལ་བ་ཟླ་བ་བདུད་རྩིའི་ལང་ཚོ་ཞེས་བྱ་བ་བཞུགས་སོ།	4 ff	xyl	bo-Latn-x-EWTS	25 x 9	Prayers.	Buddhism--Prayers and devotions.
128	Gsung mgur shar gangs ri ma bzhugs	གསུང་མགུར་ཤར་གངས་རི་མ་བཞུགས།	5 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Poetry--Religious aspects.	Buddhist poetry.
129	Gser 'od rnga sgra zhes bya ba'i gzungs bzhugs so	གསེར་འོད་རྔ་སྒྲ་ཞེས་བྱ་བའི་གཟུངས་བཞུགས་སོ།	11 ff folded	xyl	bo-Latn-x-EWTS	27 x 8	Ritual.	Buddhism--Rituals--Texts.
130	lTung bshags/  Skyi bshags/  Gtso rgyal ma/  Bzang spyod/  Byams  sman/  Spyod 'jug/  Thog tha' ma/  Bde smon/  Ji srid ma/  Byams pa'i sku gzugs/  Bde chen lhun grub/  Bar do'i gsol 'debs/  Blo bzang rgyal bstan ma/  Rje rin po che'i bstan pa dang mjal ba'i smon lam bcas bzhugs so	ལྟུང་བཤགས།   སྐྱི་བཤགས།་གཙོ་རྒྱལ་མ།   བཟང་སྤྱོད།   བྱམས་སྨན།   སྤྱོད་འཇུག   ཐོག་ཐའ་མ།   བདེ་སྨོན།   ཇི་སྲིད་མ།   བྱམས་པའི་སྐུ་གཟུགས།   བདེ་ཆེན་ལྷུན་གྲུབ།   བར་དོའི་གསོལ་འདེབས།   བློ་བཟང་རྒྱལ་བསྟན་མ།   རྗེ་རིན་པོ་ཆེའི་བསྟན་པ་དང་མཇལ་བའི་སྨོན་ལམ་བཅས་བཞུགས་སོ།	8+10+5+6+9+5+5 ff	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
131	nt Rdo rje sems dpa'i gsang ba dri med las	རྡོ་རྗེ་སེམས་དཔའི་གསང་བ་དྲི་མེད་ལས།	11 ff folded	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
132	nt Rdo rje sems dpa'i gsang ba dri med las	རྡོ་རྗེ་སེམས་དཔའི་གསང་བ་དྲི་མེད་ལས།	11 ff folded	xyl	bo-Latn-x-EWTS	33 x 9	Prayers.	Buddhism--Prayers and devotions.
133	Bden tshig 'grubpa'i Pra Ne d+ha rnam mkhyan ?srong? 'jug ces bya ba bzhugs	བདེན་ཚིག་འགྲུབ་པའི་པྲ་ནེ་དྷ་རྣམ་མཁྱན་སྲོང་འཇུག་ཅེས་བྱ་བ་བཞུགས།	3 ff	xyl	bo-Latn-x-EWTS	35 x 10	Spiritual life--Buddhism.	
134	Sprul sku Karma gling pa'i gter byon badzra gu ru'i phan yon dang 'bru 'grel bzhugs so	སྤྲུལ་སྐུ་ཀརྨ་གླིང་པའི་གཏེར་བྱོན་བཛྲ་གུ་རུའི་ཕན་ཡོན་དང་འབྲུ་འགྲེལ་བཞུགས་སོ།	10 ff	xyl	bo-Latn-x-EWTS	27 x 10	Spiritual life--Buddhism.	
135	Rgyal ba'i sras kyi lag len sum cu so bdun ma bzhugs so	རྒྱལ་བའི་སྲས་ཀྱི་ལག་ལེན་སུམ་ཅུ་སོ་བདུན་མ་བཞུགས་སོ།	7 ff	xyl	bo-Latn-x-EWTS	36 x 10	Prayers.	Buddhism--Prayers and devotions.
136	Nyams mgur mi rtag dran gso chos kyi bskul ma zhes bya ba bzhugs so	ཉམས་མགུར་མི་རྟག་དྲན་གསོ་ཆོས་ཀྱི་བསྐུལ་མ་ཞེས་བྱ་བ་བཞུགས་སོ།	9 ff	xyl	bo-Latn-x-EWTS	32 x 9	Prayers.	Buddhism--Prayers and devotions.
137	Bsangs chung yid bzhin nor bu bzhugs so	བསངས་ཆུང་ཡིད་བཞིན་ནོར་བུ་བཞུགས་སོ།	9 ff	xyl	bo-Latn-x-EWTS	26 x 9	Ritual.	Buddhism--Rituals--Texts.
138	nt margin: Chos spyod	ཆོས་སྤྱོད།	incompl ff 52-4,109-112,119-123,150-180	xyl	bo-Latn-x-EWTS	36 x 9	Prayers.	Buddhism--Prayers and devotions.
139	Mkha' 'gro 'gro  ba bzang mo'i gsung sab rnam thar bzhugs so	མཁའ་འགྲོ་འགྲོ་བ་བཟང་མོའི་གསུང་སབ་རྣམ་ཐར་བཞུགས་སོ།	incompl ff 1,3,7-8,10,36,38,64-5	xyl	bo-Latn-x-EWTS	32 x 9	Religious biography.	Spiritual biography.
140	Drang srong gi bu mo bram ze gzugs kyi ny ma'i rnam thar bzhugs so	དྲང་སྲོང་གི་བུ་མོ་བྲམ་ཟེ་གཟུགས་ཀྱི་ཉ་མའི་རྣམ་ཐར་བཞུགས་སོ།	incompl ff 1-55,83-140	xyl	bo-Latn-x-EWTS	26 x 10	Religious biography.	Spiritual biography.
141	Chos kyi rgyal po dri med kun ldan gyi mdzad tshul rgyas pa mu tig phreng ba bzhugs so	ཆོས་ཀྱི་རྒྱལ་པོ་དྲི་མེད་ཀུན་ལྡན་གྱི་མཛད་ཚུལ་རྒྱས་པ་མུ་ཏིག་ཕྲེང་བ་བཞུགས་སོ།	incompl ff 1-3,20-50	xyl	bo-Latn-x-EWTS	33 x  10	Religious biography.	Spiritual biography.
142	Sku rim rnams gsums? yongs rdzogs bzhugs soha	སྐུ་རིམ་རྣམས་གསུམས་ཡོངས་རྫོགས་བཞུགས་སྷོ།	20 ff folded	ms	bo-Latn-x-EWTS	35 x 14	Prayers.	Buddhism--Prayers and devotions.
